AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
LFT,Lafayette Regional Airport,Louisiana,30.20529938,-91.98760223000001,2026,258,75.97,9.69,18.19,427.84
PQI,Northern Maine Regional Airport at Presque Isle,Maine,46.68899918,-68.0447998,2026,31,80.65,9.68,-2.43,332.0
FSM,Fort Smith Regional Airport,Arkansas,35.33660125732422,-94.36740112304688,2026,93,77.42,9.68,11.89,227.0
GTR,Golden Triangle Regional Airport,Mississippi,33.450298309299995,-88.5914001465,2026,31,77.42,9.68,-2.96,491.0
GSO,Piedmont Triad International Airport,North Carolina,36.097801208496094,-79.93730163574219,2026,780,73.08,9.62,12.73,462.46
MEM,Memphis International Airport,Tennessee,35.04240036010742,-89.97669982910156,2026,1724,72.62,9.51,16.16,621.2
ABI,Abilene Regional Airport,Texas,32.4113006592,-99.6819000244,2026,148,77.7,9.46,5.53,158.0
DCA,Ronald Reagan Washington National Airport,Virginia,38.85209999999999,-77.03769699999998,2026,11833,68.55,9.45,16.57,690.15
AGS,Augusta Regional At Bush Field,Georgia,33.36989974975586,-81.9645004272461,2026,161,76.4,9.32,7.5,417.87
AVL,Asheville Regional Airport,North Carolina,35.43619918823242,-82.54180145263672,2026,634,71.14,9.31,13.88,483.8
GSP,Greenville Spartanburg International Airport,South Carolina,34.895698547399995,-82.2189025879,2026,1106,73.15,9.13,11.42,440.46
MLU,Monroe Regional Airport,Louisiana,32.51089859008789,-92.0376968383789,2026,66,83.33,9.09,23.77,293.0
DHN,Dothan Regional Airport,Alabama,31.3213005065918,-85.44960021972656,2026,22,68.18,9.09,37.45,170.0
MYR,Myrtle Beach International Airport,South Carolina,33.6796989441,-78.9282989502,2026,738,75.75,9.08,10.18,400.28
LBB,Lubbock Preston Smith International Airport,Texas,33.663601,-101.822998,2026,540,78.33,9.07,8.01,372.62
ASE,Aspen-Pitkin Co/Sardy Field,Colorado,39.22320175000001,-106.8690033,2026,1034,66.25,8.99,31.83,682.85
RIC,Richmond International Airport,Virginia,37.50519943237305,-77.3197021484375,2026,1494,74.1,8.97,12.27,525.16
STT,STT,U.S. Virgin Islands,,,2026,582,65.81,8.93,37.05,1363.88
TYS,McGhee Tyson Airport,Tennessee,35.81100082,-83.9940033,2026,916,71.29,8.73,18.99,562.62
CLL,Easterwood Field,Texas,30.588600160000002,-96.36380005,2026,92,84.78,8.7,3.83,164.0
LEX,Blue Grass Airport,Kentucky,38.0364990234375,-84.60590362548828,2026,634,74.76,8.68,10.8,480.07
BQN,BQN,Puerto Rico,,,2026,173,68.79,8.67,11.59,1270.5
BTV,Burlington International Airport,Vermont,44.4719009399,-73.15329742429999,2026,441,67.8,8.62,15.15,509.35
BTR,Baton Rouge Metropolitan Airport,Louisiana,30.533199,-91.14959700000001,2026,360,78.06,8.61,7.25,479.52
CHA,Lovell Field,Tennessee,35.035301208496094,-85.20379638671875,2026,338,73.67,8.58,12.18,518.16
GPT,Gulfport Biloxi International Airport,Mississippi,30.40730094909668,-89.07009887695312,2026,234,77.78,8.55,16.15,455.38
CAE,Columbia Metropolitan Airport,South Carolina,33.93880081176758,-81.11949920654297,2026,445,73.26,8.31,20.39,490.1
RDU,Raleigh Durham International Airport,North Carolina,35.87760162353516,-78.7874984741211,2026,4154,74.82,8.18,10.71,677.13
ACY,Atlantic City International Airport,New Jersey,39.45759963989258,-74.57720184326172,2026,210,66.67,8.1,21.8,921.7
BDL,Bradley International Airport,Connecticut,41.938899993899994,-72.68319702149999,2026,1688,68.96,8.06,12.6,831.75
CAK,Akron Canton Regional Airport,Ohio,40.91609954833984,-81.44219970703125,2026,351,65.24,7.98,22.73,456.58
SJU,SJU,Puerto Rico,,,2026,3296,68.23,7.98,24.61,1483.03
ELM,Elmira Corning Regional Airport,New York,42.1599006652832,-76.8916015625,2026,88,72.73,7.95,9.15,542.7
PHL,Philadelphia International Airport,Pennsylvania,39.87189865112305,-75.24109649658203,2026,7032,70.28,7.88,16.11,933.16
LIT,Bill & Hillary Clinton National Airport/Adams Field,Arkansas,34.72940063479999,-92.2242965698,2026,1004,81.77,7.87,5.05,564.67
LGA,La Guardia Airport,New York,40.77719878999999,-73.87259674,2026,11085,73.45,7.78,9.81,804.19
MLB,Melbourne International Airport,Florida,28.102800369262688,-80.64530181884766,2026,270,81.48,7.78,4.6,506.17
PWM,Portland International Jetport Airport,Maine,43.64619827,-70.30930328,2026,556,68.88,7.73,14.69,507.79
DAY,James M Cox Dayton International Airport,Ohio,39.90240097045898,-84.21939849853516,2026,627,71.61,7.66,22.45,496.6
DAB,Daytona Beach International Airport,Florida,29.179899,-81.05809800000002,2026,302,79.8,7.62,13.05,511.65
XWA,XWA,North Dakota,,,2026,184,68.48,7.61,41.74,568.13
HPN,Westchester County Airport,New York,41.06700134277344,-73.70760345458984,2026,911,65.53,7.57,20.53,846.32
DVL,Devils Lake Regional Airport,North Dakota,48.11420059000001,-98.90879822,2026,53,67.92,7.55,34.76,638.0
MCW,Mason City Municipal Airport,Iowa,43.157798767100005,-93.3312988281,2026,53,60.38,7.55,28.22,288.0
MHT,Manchester-Boston Regional Airport,New Hampshire,42.932598,-71.435699,2026,411,70.8,7.54,12.04,671.17
BOS,General Edward Lawrence Logan International Airport,Massachusetts,42.36429977,-71.00520325000001,2026,10278,68.83,7.51,14.45,1046.98
LCH,Lake Charles Regional Airport,Louisiana,30.126100540161133,-93.22329711914062,2026,67,77.61,7.46,8.94,295.0
AEX,Alexandria International Airport,Louisiana,31.32740020751953,-92.54979705810548,2026,67,82.09,7.46,1.49,285.0
ORF,Norfolk International Airport,Virginia,36.89459991455078,-76.20120239257812,2026,1387,75.85,7.43,12.3,495.65
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869827,-75.97979736,2026,27,40.74,7.41,59.08,378.0
HTS,Tri-State/Milton J. Ferguson Field,West Virginia,38.36669922,-82.55799865999998,2026,27,29.63,7.41,69.64,741.15
PVD,Theodore Francis Green State Airport,Rhode Island,41.732601,-71.42040300000001,2026,1094,69.93,7.4,11.55,740.41
AMA,Rick Husband Amarillo International Airport,Texas,35.219398000000005,-101.706001,2026,394,81.98,7.36,2.46,373.78
OKC,Will Rogers World Airport,Oklahoma,35.39310073852539,-97.60070037841795,2026,1734,79.82,7.27,6.38,680.65
MDT,Harrisburg International Airport,Pennsylvania,40.19350051879999,-76.76339721680002,2026,484,72.73,7.23,16.75,628.01
MQT,Sawyer International Airport,Michigan,46.3535995483,-87.395401001,2026,97,51.55,7.22,76.23,316.77
SIT,Sitka Rocky Gutierrez Airport,Alaska,57.04710006713867,-135.36199951171875,2026,84,73.81,7.14,9.1,122.24
PPG,PPG,U.S. Pacific Trust Territories and Possessions,,,2026,14,78.57,7.14,-0.15,2599.0
YAK,Yakutat Airport,Alaska,59.5032997131,-139.660003662,2026,56,76.79,7.14,13.04,205.75
CHO,Charlottesville Albemarle Airport,Virginia,38.13859939575195,-78.4529037475586,2026,126,66.67,7.14,23.34,493.48
JFK,John F Kennedy International Airport,New York,40.63980103000001,-73.77890015000003,2026,8003,69.02,7.13,14.88,1375.54
BNA,Nashville International Airport,Tennessee,36.1245002746582,-86.6781997680664,2026,7845,78.85,7.07,9.01,709.76
ABE,Lehigh Valley International Airport,Pennsylvania,40.652099609375,-75.44080352783203,2026,257,73.54,7.0,28.07,756.4
ROA,Roanoke–Blacksburg Regional Airport,Virginia,37.3255,-79.975403,2026,129,78.29,6.98,12.39,488.43
SDF,Louisville International Standiford Field,Kentucky,38.174400000000006,-85.73599999999999,2026,1576,79.63,6.98,10.5,572.93
TUL,Tulsa International Airport,Oklahoma,36.19839859008789,-95.88809967041016,2026,1332,81.31,6.98,8.61,598.77
XNA,Northwest Arkansas Regional Airport,Arkansas,36.281898,-94.30680100000001,2026,1076,78.9,6.88,10.28,678.3
LRD,Laredo International Airport,Texas,27.543800354003903,-99.46160125732422,2026,131,86.26,6.87,-0.24,443.82
HSV,Huntsville International Carl T Jones Field,Alabama,34.637199401855,-86.775100708008,2026,572,74.48,6.82,17.03,505.92
MFE,Mc Allen Miller International Airport,Texas,26.17580032,-98.23860168,2026,397,80.6,6.8,8.91,478.74
PSE,PSE,Puerto Rico,,,2026,59,66.1,6.78,17.0,1222.64
SAV,Savannah Hilton Head International Airport,Georgia,32.12760162,-81.20210265999998,2026,1255,78.73,6.77,9.93,552.65
ROC,Greater Rochester International Airport,New York,43.118900299072266,-77.67240142822266,2026,753,65.21,6.77,23.17,508.45
GUC,Gunnison Crested Butte Regional Airport,Colorado,38.53390121,-106.9329987,2026,149,80.54,6.71,13.72,354.43
CHS,Charleston Air Force Base-International Airport,South Carolina,32.89860153000001,-80.04049683000001,2026,1812,77.1,6.68,10.46,579.6
MOB,Mobile Regional Airport,Alabama,30.691200256348,-88.24279785156202,2026,180,83.33,6.67,4.74,424.45
OTZ,Ralph Wien Memorial Airport,Alaska,66.88469696,-162.598999,2026,30,63.33,6.67,20.89,549.0
RHI,Rhinelander Oneida County Airport,Wisconsin,45.63119888305664,-89.46749877929688,2026,61,78.69,6.56,21.88,190.0
BPT,Southeast Texas Regional Airport,Texas,29.9507999420166,-94.02069854736328,2026,61,86.89,6.56,3.09,270.0
TTN,Trenton Mercer Airport,New Jersey,40.27669906616211,-74.8134994506836,2026,61,77.05,6.56,-0.02,910.51
VRB,Vero Beach Regional Airport,Florida,27.6556,-80.417901,2026,62,64.52,6.45,16.74,1058.0
GCK,Garden City Regional Airport,Kansas,37.9275016785,-100.723999023,2026,62,72.58,6.45,24.64,404.0
BUF,Buffalo Niagara International Airport,New York,42.94049835,-78.73220062000001,2026,1351,67.65,6.44,18.34,631.86
EVV,Evansville Regional Airport,Indiana,38.0369987488,-87.53240203860001,2026,140,74.29,6.43,40.79,481.37
BFL,Meadows Field,California,35.43360138,-119.05699920000002,2026,265,67.92,6.42,25.99,596.83
SYR,Syracuse Hancock International Airport,New York,43.11119842529297,-76.1063003540039,2026,736,63.86,6.39,20.44,630.76
EWR,Newark Liberty International Airport,New Jersey,40.692501068115234,-74.168701171875,2026,9963,74.29,6.38,10.93,1127.32
CMH,John Glenn Columbus International Airport,Ohio,39.998001,-82.89189900000001,2026,3292,77.04,6.29,10.45,641.58
CVG,Cincinnati Northern Kentucky International Airport,Kentucky,39.048801422100006,-84.6678009033,2026,2377,75.73,6.27,12.8,718.09
MHK,Manhattan Regional Airport,Kansas,39.14099884033203,-96.6707992553711,2026,129,79.07,6.2,21.19,451.08
JAN,Jackson-Medgar Wiley Evers International Airport,Mississippi,32.3111991882,-90.07589721680002,2026,478,83.26,6.07,5.88,418.08
ALB,Albany International Airport,New York,42.74829864501953,-73.80169677734375,2026,907,73.54,6.06,13.34,745.56
PIT,Pittsburgh International Airport,Pennsylvania,40.49150085,-80.23290253000003,2026,3095,75.12,6.04,12.15,658.05
SGF,Springfield Branson National Airport,Missouri,37.24570083999999,-93.38860321000001,2026,570,80.88,5.96,4.92,541.76
BRO,Brownsville South Padre Island International Airport,Texas,25.90679931640625,-97.4259033203125,2026,118,83.9,5.93,6.46,482.0
VPS,Destin-Ft Walton Beach Airport,Florida,30.4832,-86.52539799999998,2026,608,78.78,5.92,11.44,507.62
MSN,Dane County Regional Truax Field,Wisconsin,43.13990020751953,-89.3375015258789,2026,1021,69.25,5.88,21.48,535.19
PNS,Pensacola Regional Airport,Florida,30.473400115967003,-87.18659973144501,2026,923,78.55,5.85,16.52,510.8
JNU,Juneau International Airport,Alaska,58.35499954223633,-134.5760040283203,2026,326,69.63,5.83,20.09,480.55
USA,Concord-Padgett Regional Airport,North Carolina,35.387798,-80.709099,2026,52,71.15,5.77,8.88,551.06
PIB,Hattiesburg Laurel Regional Airport,Mississippi,31.467100143432617,-89.33709716796875,2026,53,83.02,5.66,6.2,372.0
JMS,Jamestown Regional Airport,North Dakota,46.929698939999994,-98.67819977,2026,53,73.58,5.66,32.58,573.0
IAD,Washington Dulles International Airport,Virginia,38.94449996999999,-77.45580292000001,2026,4240,78.92,5.66,11.17,1049.98
MEI,Key Field,Mississippi,32.33259963989258,-88.75189971923828,2026,53,81.13,5.66,17.2,422.0
FOD,Fort Dodge Regional Airport,Iowa,42.55149841000001,-94.19259644,2026,53,69.81,5.66,18.24,324.0
DEC,Decatur Airport,Illinois,39.834598541259766,-88.8656997680664,2026,53,58.49,5.66,41.72,156.0
ESC,Delta County Airport,Michigan,45.722698211700006,-87.0936965942,2026,53,71.7,5.66,43.1,305.17
VCT,Victoria Regional Airport,Texas,28.85260009765625,-96.9185028076172,2026,53,83.02,5.66,25.72,123.0
BWI,Baltimore/Washington International Thurgood Marshall Airport,Maryland,39.175399999999996,-76.668297,2026,6928,78.87,5.61,8.73,827.84
MAF,Midland International Airport,Texas,31.9424991607666,-102.2020034790039,2026,682,83.72,5.57,6.92,413.92
DAL,Dallas Love Field,Texas,32.84709900000001,-96.85179900000001,2026,5458,78.82,5.55,8.59,715.67
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2026,3103,71.22,5.51,17.82,964.26
EYW,Key West International Airport,Florida,24.556100845336918,-81.75959777832031,2026,881,70.72,5.33,23.72,791.54
CLE,Cleveland Hopkins International Airport,Ohio,41.41170120240001,-81.8498001099,2026,2869,70.86,5.33,14.7,712.2
PSP,Palm Springs International Airport,California,33.8297004699707,-116.50700378417967,2026,1558,79.27,5.26,14.82,820.61
SBN,South Bend Regional Airport,Indiana,41.70869827270508,-86.31729888916016,2026,646,56.66,5.26,39.02,442.4
TLH,Tallahassee Regional Airport,Florida,30.396499633789062,-84.35030364990234,2026,344,82.27,5.23,9.98,457.51
STS,Charles M. Schulz Sonoma County Airport,California,38.50899887,-122.8130035,2026,363,76.86,5.23,5.13,501.97
CRP,Corpus Christi International Airport,Texas,27.77039909362793,-97.5011978149414,2026,330,82.42,5.15,9.47,319.6
GNV,Gainesville Regional Airport,Florida,29.6900997162,-82.2717971802,2026,195,82.56,5.13,6.45,452.77
STX,STX,U.S. Virgin Islands,,,2026,159,69.81,5.03,34.07,1107.51
MIA,Miami International Airport,Florida,25.79319953918457,-80.29060363769531,2026,10411,72.79,5.02,18.13,1048.59
ATL,Hartsfield Jackson Atlanta International Airport,Georgia,33.63670000000002,-84.42810099999994,2026,24551,75.07,5.01,10.67,717.26
MLI,Quad City International Airport,Illinois,41.44850158691406,-90.50749969482422,2026,303,74.59,4.95,15.2,535.01
GRI,Central Nebraska Regional Airport,Nebraska,40.96749877929688,-98.30960083007812,2026,81,70.37,4.94,31.08,649.79
TWF,Joslin Field Magic Valley Regional Airport,Idaho,42.4818,-114.487999,2026,61,88.52,4.92,7.47,175.0
IMT,Ford Airport,Michigan,45.8184013367,-88.1145019531,2026,62,59.68,4.84,91.73,300.5
FLL,Fort Lauderdale Hollywood International Airport,Florida,26.072598999999997,-80.15270200000002,2026,8589,68.41,4.77,18.62,1059.3
ORH,Worcester Regional Airport,Massachusetts,42.26729965209961,-71.87570190429688,2026,63,44.44,4.76,60.57,1153.24
FCA,Glacier Park International Airport,Montana,48.31050109863281,-114.25599670410156,2026,257,78.99,4.67,21.32,750.04
AUS,Austin Bergstrom International Airport,Texas,30.194499969482425,-97.6698989868164,2026,6696,79.47,4.66,11.82,914.66
ISP,Long Island Mac Arthur Airport,New York,40.79520035,-73.10019684,2026,434,67.97,4.61,8.55,859.0
COU,Columbia Regional Airport,Missouri,38.81809997558594,-92.21959686279294,2026,305,77.05,4.59,18.62,402.82
RAP,Rapid City Regional Airport,South Dakota,44.0452995300293,-103.05699920654294,2026,308,80.84,4.55,11.12,461.92
JAX,Jacksonville International Airport,Florida,30.49410057067871,-81.68789672851562,2026,2154,79.25,4.5,10.73,693.99
IND,Indianapolis International Airport,Indiana,39.7173,-86.29440300000003,2026,3680,76.98,4.46,12.37,727.46
MTJ,Montrose Regional Airport,Colorado,38.5097999573,-107.89399719199999,2026,293,79.52,4.44,8.13,597.53
ECP,Northwest Florida Beaches International Airport,Florida,30.357106,-85.795414,2026,479,86.01,4.38,4.19,463.11
BHM,Birmingham-Shuttlesworth International Airport,Alabama,33.56290054,-86.75350189000001,2026,1242,82.05,4.35,9.23,534.96
SWF,Stewart International Airport,New York,41.50410079956055,-74.10479736328125,2026,46,65.22,4.35,3.32,970.89
PIA,General Wayne A. Downing Peoria International Airport,Illinois,40.664199829100006,-89.6932983398,2026,439,70.62,4.33,13.3,548.26
SRQ,Sarasota Bradenton International Airport,Florida,27.39539909362793,-82.55439758300781,2026,1596,79.45,4.32,8.4,861.38
DSM,Des Moines International Airport,Iowa,41.53400039672852,-93.66310119628906,2026,1119,75.78,4.29,21.91,758.06
BLI,Bellingham International Airport,Washington,48.79280090332031,-122.53800201416016,2026,163,84.05,4.29,6.19,451.49
MSY,Louis Armstrong New Orleans International Airport,Louisiana,29.99340057373047,-90.25800323486328,2026,3896,81.93,4.13,8.31,778.9
RSW,Southwest Florida International Airport,Florida,26.53619956970215,-81.75520324707031,2026,3448,75.93,4.12,14.19,1019.92
LAF,Purdue University Airport,Indiana,40.41230010986328,-86.93689727783203,2026,49,65.31,4.08,60.53,119.0
ICT,Wichita Eisenhower National Airport,Kansas,37.649899,-97.433098,2026,862,80.63,4.06,5.42,569.17
LBE,Arnold Palmer Regional Airport,Pennsylvania,40.27590179,-79.40480042,2026,25,60.0,4.0,15.63,823.0
PSM,Portsmouth International at Pease Airport,New Hampshire,43.0778999329,-70.8233032227,2026,25,72.0,4.0,6.13,1230.4
TVC,Cherry Capital Airport,Michigan,44.74140167236328,-85.58219909667969,2026,251,53.78,3.98,35.28,321.36
CID,The Eastern Iowa Airport,Iowa,41.88470077514648,-91.71080017089844,2026,683,72.77,3.95,20.88,644.55
DTW,Detroit Metropolitan Wayne County Airport,Michigan,42.212398529052734,-83.35340118408203,2026,9505,63.1,3.92,24.24,732.23
SBA,Santa Barbara Municipal Airport,California,34.42620087,-119.83999630000001,2026,663,84.62,3.92,4.87,544.89
MCO,Orlando International Airport,Florida,28.429399490356445,-81.30899810791016,2026,13766,73.35,3.88,14.63,969.21
FWA,Fort Wayne International Airport,Indiana,40.97850037,-85.19509888,2026,517,67.12,3.87,26.15,476.43
TPA,Tampa International Airport,Florida,27.975500106811523,-82.533203125,2026,6419,78.74,3.82,10.17,938.04
DDC,Dodge City Regional Airport,Kansas,37.76340103149414,-99.9655990600586,2026,53,69.81,3.77,7.96,292.0
HYS,Hays Regional Airport,Kansas,38.84220122999999,-99.27320099,2026,53,73.58,3.77,42.14,298.0
ANC,Ted Stevens Anchorage International Airport,Alaska,61.17440032958983,-149.99600219726562,2026,1333,72.54,3.75,17.23,1255.12
ORD,Chicago O'Hare International Airport,Illinois,41.97859999999998,-87.90479999999995,2026,25066,65.67,3.75,22.49,738.21
MKE,General Mitchell International Airport,Wisconsin,42.94720077514648,-87.89659881591797,2026,2070,71.88,3.72,15.58,685.68
SAT,San Antonio International Airport,Texas,29.533700942993164,-98.46980285644533,2026,2916,82.13,3.7,11.2,802.32
EGE,Eagle County Regional Airport,Colorado,39.64260101000001,-106.9179993,2026,681,69.46,3.67,28.07,901.76
LAN,Capital City Airport,Michigan,42.77870178222656,-84.58740234375,2026,164,58.54,3.66,52.7,166.74
FAR,Hector International Airport,North Dakota,46.92070007324219,-96.81580352783206,2026,578,68.69,3.63,26.51,720.03
LSE,La Crosse Municipal Airport,Wisconsin,43.879002,-91.256699,2026,83,81.93,3.61,12.01,215.0
SAF,Santa Fe Municipal Airport,New Mexico,35.617099762,-106.08899688699998,2026,363,76.03,3.58,9.49,441.93
AZO,Kalamazoo Battle Creek International Airport,Michigan,42.234901428222656,-85.5521011352539,2026,141,60.99,3.55,34.8,117.21
MFR,Rogue Valley International Medford Airport,Oregon,42.37419891357422,-122.8730010986328,2026,424,75.24,3.54,18.47,560.26
FAT,Fresno Yosemite International Airport,California,36.77619934082031,-119.71800231933594,2026,1020,78.04,3.53,14.34,528.74
FLG,Flagstaff Pulliam Airport,Arizona,35.13850021,-111.6709976,2026,115,74.78,3.48,26.14,316.86
STL,St Louis Lambert International Airport,Missouri,38.74869700000001,-90.370003,2026,4673,80.76,3.47,10.59,740.2
